[Gene ID],[source_id],[Genomic Location (Gene)],[Product Description],[NN Summary Score],[NN D-Score],[HMM Signal Probability],[Met Search Criteria]
PF3D7_1353300,PF3D7_1353300.1,"Pf3D7_13_v3:2,132,068..2,138,583(-)","conserved Plasmodium protein, unknown function",3,0.63,0.94,Y
PF3D7_1354400,PF3D7_1354400.1,"Pf3D7_13_v3:2,169,314..2,170,416(-)","V-type proton ATPase 21 kDa proteolipid subunit, putative",4,0.65,0.32,Y
PF3D7_1357200,PF3D7_1357200.1,"Pf3D7_13_v3:2,271,537..2,274,083(+)",glutamate--tRNA ligase,4,0.77,0.6,Y
PF3D7_1358000,PF3D7_1358000.1,"Pf3D7_13_v3:2,297,900..2,304,194(-)","patatin-like phospholipase, putative",2,0.58,0.08,Y
PF3D7_1358300,PF3D7_1358300.1,"Pf3D7_13_v3:2,314,457..2,315,479(-)",rhomboid protease ROM7,4,0.58,0,Y
PF3D7_1360200,PF3D7_1360200.1,"Pf3D7_13_v3:2,406,838..2,408,385(-)","ER membrane protein complex subunit 3, putative",4,0.72,0.01,Y
PF3D7_1360300,PF3D7_1360300.1,"Pf3D7_13_v3:2,409,348..2,410,466(-)","conserved Plasmodium protein, unknown function",3,0.47,0.01,Y
PF3D7_1363700,PF3D7_1363700.1,"Pf3D7_13_v3:2,552,554..2,554,926(+)","conserved Plasmodium protein, unknown function",4,0.83,0.03,Y
PF3D7_1363800,PF3D7_1363800.1,"Pf3D7_13_v3:2,556,025..2,559,547(+)","nuclear fusion protein, putative",4,0.79,0.96,Y
PF3D7_1364100,PF3D7_1364100.1,"Pf3D7_13_v3:2,568,556..2,570,946(+)",6-cysteine protein,4,0.83,0.97,Y
PF3D7_1364600,PF3D7_1364600.1,"Pf3D7_13_v3:2,598,757..2,601,399(+)","aldehyde reductase, putative",4,0.85,0.94,Y
PF3D7_1366200,PF3D7_1366200.1,"Pf3D7_13_v3:2,638,091..2,638,543(+)","conserved Plasmodium protein, unknown function",4,0.57,0.11,Y
PF3D7_1366800,PF3D7_1366800.1,"Pf3D7_13_v3:2,668,398..2,670,524(-)","phosphatidylserine synthase, putative",4,0.7,0.99,Y
PF3D7_1367300,PF3D7_1367300.1,"Pf3D7_13_v3:2,685,059..2,686,331(-)","conserved Plasmodium protein, unknown function",4,0.82,0.93,Y
PF3D7_1367500,PF3D7_1367500.1,"Pf3D7_13_v3:2,692,076..2,693,282(+)","NADH-cytochrome b5 reductase, putative",2,0.54,0.01,Y
PF3D7_1367700,PF3D7_1367700.1,"Pf3D7_13_v3:2,695,655..2,699,881(+)",alanine--tRNA ligase,4,0.65,0.4,Y
PF3D7_1367800,PF3D7_1367800.1,"Pf3D7_13_v3:2,701,228..2,704,776(+)","secreted ookinete protein, putative",4,0.78,1,Y
PF3D7_1367900,PF3D7_1367900.1,"Pf3D7_13_v3:2,706,499..2,708,442(+)","conserved Plasmodium protein, unknown function",4,0.8,0.29,Y
PF3D7_1368000,PF3D7_1368000.1,"Pf3D7_13_v3:2,708,813..2,709,566(-)","conserved Plasmodium protein, unknown function",2,0.58,0.97,Y
PF3D7_1369600,PF3D7_1369600.1,"Pf3D7_13_v3:2,774,191..2,776,884(-)","conserved Plasmodium protein, unknown function",3,0.61,0.24,Y
PF3D7_1371500,PF3D7_1371500.1,"Pf3D7_13_v3:2,808,563..2,809,222(-)","probable protein, unknown function",3,0.65,0.08,Y
PF3D7_1371600,PF3D7_1371600.1,"Pf3D7_13_v3:2,811,706..2,820,270(+)","erythrocyte binding like protein 1, pseudogene",4,0.85,1,Y
PF3D7_1371700,PF3D7_1371700.1,"Pf3D7_13_v3:2,821,078..2,823,292(+)","serine/threonine protein kinase, FIKK family",3,0.46,0,Y
PF3D7_1371800,PF3D7_1371800.1,"Pf3D7_13_v3:2,824,302..2,825,852(-)","Plasmodium exported protein, unknown function",4,0.87,0.99,Y
PF3D7_1371900,PF3D7_1371900.1,"Pf3D7_13_v3:2,829,856..2,830,669(+)","Plasmodium exported protein, unknown function",3,0.56,0.45,Y
PF3D7_1372100,PF3D7_1372100.1,"Pf3D7_13_v3:2,837,053..2,839,058(+)","Plasmodium exported protein (PHISTb), unknown function",3,0.47,0,Y
PF3D7_1372300,PF3D7_1372300.1,"Pf3D7_13_v3:2,845,767..2,846,538(+)","Plasmodium exported protein (PHIST), unknown function",4,0.64,0.33,Y
PF3D7_1372400,PF3D7_1372400.1,"Pf3D7_13_v3:2,850,891..2,853,482(+)",acyl-CoA synthetase,4,0.86,0.99,Y
PF3D7_1372500,PF3D7_1372500.1,"Pf3D7_13_v3:2,854,544..2,855,568(-)","stevor, pseudogene",4,0.65,0.92,Y
PF3D7_1372700,PF3D7_1372700.1,"Pf3D7_13_v3:2,860,163..2,861,441(+)",rifin,2,0.53,0.03,Y
PF3D7_1372800,PF3D7_1372800.1,"Pf3D7_13_v3:2,863,866..2,864,869(+)",stevor,3,0.7,0.84,Y
PF3D7_1373300,PF3D7_1373300.1,"Pf3D7_13_v3:2,877,908..2,879,141(+)",rifin,4,0.81,1,Y
PF3D7_1400200,PF3D7_1400200.1,"Pf3D7_14_v3:7,208..8,538(-)",rifin,2,0.52,0.03,Y
PF3D7_1400300,PF3D7_1400300.1,"Pf3D7_14_v3:10,974..12,117(-)",rifin,4,0.73,0.96,Y
PF3D7_1400400,PF3D7_1400400.1,"Pf3D7_14_v3:14,126..15,363(-)",rifin,3,0.55,0.19,Y
PF3D7_1400500,PF3D7_1400500.1,"Pf3D7_14_v3:17,469..18,808(-)",rifin,3,0.58,0.93,Y
PF3D7_1400700,PF3D7_1400700.1,"Pf3D7_14_v3:24,337..25,320(-)",stevor,4,0.71,0.48,Y
PF3D7_1400800,PF3D7_1400800.1,"Pf3D7_14_v3:27,321..28,428(-)",rifin,4,0.74,0.96,Y
PF3D7_1401200,PF3D7_1401200.1,"Pf3D7_14_v3:46,833..47,744(+)","Plasmodium exported protein, unknown function",3,0.66,0.66,Y
PF3D7_1401400,PF3D7_1401400.1,"Pf3D7_14_v3:53,411..53,734(-)",early transcribed membrane protein 14.1,4,0.77,0.98,Y
PF3D7_1403200,PF3D7_1403200.1,"Pf3D7_14_v3:120,069..121,134(-)","conserved Plasmodium protein, unknown function",2,0.53,0.05,Y
PF3D7_1404300,PF3D7_1404300.1,"Pf3D7_14_v3:150,000..150,608(+)","secreted ookinete adhesive protein, putative",4,0.91,1,Y
PF3D7_1404700,PF3D7_1404700.1,"Pf3D7_14_v3:161,227..162,099(-)","conserved Plasmodium protein, unknown function",4,0.77,0.91,Y
PF3D7_1404800,PF3D7_1404800.1,"Pf3D7_14_v3:163,990..166,854(-)","conserved Plasmodium protein, unknown function",4,0.72,0.2,Y
PF3D7_1404900,PF3D7_1404900.1,"Pf3D7_14_v3:170,000..170,893(+)","conserved Plasmodium protein, unknown function",4,0.77,0.46,Y
PF3D7_1405400,PF3D7_1405400.1,"Pf3D7_14_v3:185,437..190,368(-)","DNA mismatch repair protein, putative",4,0.76,0.23,Y
PF3D7_1406300,PF3D7_1406300.1,"Pf3D7_14_v3:228,410..229,837(+)",glycerophosphodiester phosphodiesterase,4,0.72,0.9,Y
PF3D7_1406400,PF3D7_1406400.1,"Pf3D7_14_v3:230,864..232,690(+)","pentatricopeptide repeat domain-containing protein, putative",3,0.46,0.02,Y
PF3D7_1406600,PF3D7_1406600.1,"Pf3D7_14_v3:239,747..243,772(+)",ATP-dependent Clp protease regulatory subunit ClpC,2,0.51,0.3,Y
PF3D7_1407000,PF3D7_1407000.1,"Pf3D7_14_v3:253,542..257,360(+)",LCCL domain-containing protein,4,0.71,0.41,Y
PF3D7_1409100,PF3D7_1409100.1,"Pf3D7_14_v3:356,550..360,188(+)","aldo-keto reductase, putative",3,0.63,0.04,Y
PF3D7_1409600,PF3D7_1409600.1,"Pf3D7_14_v3:374,800..377,106(+)","conserved Plasmodium protein, unknown function",4,0.84,0.33,Y
PF3D7_1410400,PF3D7_1410400.1,"Pf3D7_14_v3:420,442..422,790(+)",rhoptry-associated protein 1,4,0.8,0.86,Y
PF3D7_1410700,PF3D7_1410700.1,"Pf3D7_14_v3:429,690..430,861(-)","conserved Plasmodium protein, unknown function",4,0.83,1,Y
PF3D7_1411100,PF3D7_1411100.1,"Pf3D7_14_v3:447,923..449,968(-)","conserved Plasmodium membrane protein, unknown function, unspecified product",3,0.41,0,Y
PF3D7_1411100,PF3D7_1411100.2,"Pf3D7_14_v3:447,923..449,968(-)","conserved Plasmodium membrane protein, unknown function, unspecified product",3,0.41,0,Y
PF3D7_1411400,PF3D7_1411400.1,"Pf3D7_14_v3:461,401..467,451(-)",plastid replication-repair enzyme,4,0.85,0.92,Y
PF3D7_1411600,PF3D7_1411600.1,"Pf3D7_14_v3:472,850..474,826(+)","GTP-binding protein, putative",3,0.58,0.21,Y
PF3D7_1411800,PF3D7_1411800.1,"Pf3D7_14_v3:477,469..478,887(-)","conserved Plasmodium protein, unknown function",3,0.61,0.01,Y
PF3D7_1411900,PF3D7_1411900.1,"Pf3D7_14_v3:480,431..481,414(+)","p1/s1 nuclease, putative",4,0.85,1,Y
PF3D7_1412000,PF3D7_1412000.1,"Pf3D7_14_v3:482,437..483,399(+)","p1/s1 nuclease, putative",4,0.73,0.99,Y
PF3D7_1413400,PF3D7_1413400.1,"Pf3D7_14_v3:534,057..535,988(-)","30S ribosomal protein S9, putative",4,0.72,0.27,Y
PF3D7_1413500,PF3D7_1413500.1,"Pf3D7_14_v3:536,796..537,839(-)",FeS assembly ATPase SufC,2,0.55,0.08,Y
PF3D7_1416000,PF3D7_1416000.1,"Pf3D7_14_v3:643,914..644,989(+)","conserved Plasmodium protein, unknown function",2,0.53,0.18,Y
PF3D7_1416700,PF3D7_1416700.1,"Pf3D7_14_v3:681,055..682,023(-)","conserved Plasmodium protein, unknown function",4,0.83,0.77,Y
PF3D7_1416800,PF3D7_1416800.1,"Pf3D7_14_v3:682,778..684,802(+)","lysine--tRNA ligase, putative",4,0.66,0.85,Y
PF3D7_1419200,PF3D7_1419200.1,"Pf3D7_14_v3:797,709..800,135(-)","thioredoxin-like protein, putative",4,0.68,0.59,Y
PF3D7_1419800,PF3D7_1419800.2,"Pf3D7_14_v3:822,423..824,340(-)",glutathione reductase,4,0.8,0.6,Y
PF3D7_1420400,PF3D7_1420400.1,"Pf3D7_14_v3:846,508..849,177(+)",glycine--tRNA ligase,4,0.62,0.75,Y
PF3D7_1420500,PF3D7_1420500.1,"Pf3D7_14_v3:849,819..853,349(-)","conserved Plasmodium membrane protein, unknown function",4,0.66,0.05,Y
PF3D7_1420700,PF3D7_1420700.1,"Pf3D7_14_v3:860,011..863,080(+)",surface protein P113,4,0.76,0.98,Y
PF3D7_1421900,PF3D7_1421900.1,"Pf3D7_14_v3:891,140..891,622(-)","copper transporter, putative",4,0.72,0.65,Y
PF3D7_1422500,PF3D7_1422500.1,"Pf3D7_14_v3:906,620..908,892(+)",ERAD-associated E3 ubiquitin-protein ligase HRD1,4,0.73,0.1,Y
PF3D7_1427000,PF3D7_1427000.1,"Pf3D7_14_v3:1,051,085..1,054,594(+)","conserved Plasmodium protein, unknown function",4,0.53,0.1,Y
PF3D7_1427100,PF3D7_1427100.1,"Pf3D7_14_v3:1,056,162..1,060,124(+)","lipase, putative",3,0.55,0.05,Y
PF3D7_1428600,PF3D7_1428600.1,"Pf3D7_14_v3:1,127,042..1,129,031(+)",peptide chain release factor 1,3,0.57,0.04,Y
PF3D7_1429100,PF3D7_1429100.1,"Pf3D7_14_v3:1,142,154..1,143,791(+)","apicoplast ribosomal protein L15 precursor, putative",4,0.78,0.81,Y
PF3D7_1429300,PF3D7_1429300.1,"Pf3D7_14_v3:1,150,475..1,153,387(-)",CPW-WPC family protein,3,0.59,0.95,Y
PF3D7_1429600,PF3D7_1429600.1,"Pf3D7_14_v3:1,167,144..1,167,803(+)","conserved Plasmodium protein, unknown function",4,0.69,0.77,Y
PF3D7_1430200,PF3D7_1430200.1,"Pf3D7_14_v3:1,188,349..1,191,466(+)",plasmepsin IX,3,0.52,0,Y
PF3D7_1430700,PF3D7_1430700.1,"Pf3D7_14_v3:1,211,012..1,212,776(+)",NADP-specific glutamate dehydrogenase,4,0.68,0.93,Y
PF3D7_1431400,PF3D7_1431400.1,"Pf3D7_14_v3:1,233,977..1,237,125(-)","conserved Plasmodium protein, unknown function",4,0.69,0.94,Y
PF3D7_1433700,PF3D7_1433700.1,"Pf3D7_14_v3:1,342,484..1,348,994(-)","conserved Plasmodium protein, unknown function",4,0.66,0.54,Y
PF3D7_1436100,PF3D7_1436100.1,"Pf3D7_14_v3:1,461,388..1,467,590(+)","conserved Plasmodium membrane protein, unknown function",3,0.64,0,Y
PF3D7_1436300,PF3D7_1436300.1,"Pf3D7_14_v3:1,479,777..1,482,758(+)",translocon component PTEX150,4,0.72,0.9,Y
PF3D7_1436800,PF3D7_1436800.1,"Pf3D7_14_v3:1,498,758..1,499,492(-)",ATP-dependent Clp protease proteolytic subunit,4,0.8,0.98,Y
PF3D7_1437100,PF3D7_1437100.1,"Pf3D7_14_v3:1,505,906..1,506,619(+)","conserved Plasmodium protein, unknown function",3,0.55,0.09,Y
PF3D7_1439000,PF3D7_1439000.1,"Pf3D7_14_v3:1,578,193..1,579,175(+)",copper transporter,4,0.86,0.5,Y
PF3D7_1439300,PF3D7_1439300.1,"Pf3D7_14_v3:1,594,505..1,600,061(+)","Sad1/UNC domain-containing protein, putative",2,0.58,0.86,Y
PF3D7_1440200,PF3D7_1440200.1,"Pf3D7_14_v3:1,639,477..1,647,167(+)","stromal-processing peptidase, putative",4,0.75,0.88,Y
PF3D7_1440300,PF3D7_1440300.1,"Pf3D7_14_v3:1,639,477..1,641,760(+)",porphobilinogen synthase,4,0.75,0.88,Y
PF3D7_1442600,PF3D7_1442600.1,"Pf3D7_14_v3:1,730,087..1,740,916(+)",TRAP-like protein,4,0.71,0.99,Y
PF3D7_1443700,PF3D7_1443700.1,"Pf3D7_14_v3:1,791,911..1,793,004(-)","dephospho-CoA kinase, putative",3,0.66,0.24,Y
PF3D7_1443900,PF3D7_1443900.1,"Pf3D7_14_v3:1,797,288..1,800,071(+)","heat shock protein 90, putative",4,0.54,0.02,Y
PF3D7_1444300,PF3D7_1444300.1,"Pf3D7_14_v3:1,828,579..1,829,962(+)","1-acyl-sn-glycerol-3-phosphate acyltransferase, putative",3,0.48,0,Y
PF3D7_1445800,PF3D7_1445800.1,"Pf3D7_14_v3:1,878,658..1,882,577(-)","conserved Plasmodium membrane protein, unknown function",4,0.81,0.13,Y
PF3D7_1446300,PF3D7_1446300.1,"Pf3D7_14_v3:1,898,351..1,901,926(+)","conserved Plasmodium membrane protein, unknown function",4,0.74,0.39,Y
PF3D7_1446400,PF3D7_1446400.1,"Pf3D7_14_v3:1,902,916..1,904,163(-)",pyruvate dehydrogenase E1 component subunit beta,3,0.55,0.02,Y
PF3D7_1447600,PF3D7_1447600.1,"Pf3D7_14_v3:1,942,151..1,942,963(-)","conserved Plasmodium protein, unknown function",4,0.81,0.93,Y
PF3D7_1448400,PF3D7_1448400.1,"Pf3D7_14_v3:1,980,319..1,983,107(-)","ubiquitin-protein ligase, putative",4,0.7,0,Y
PF3D7_1449000,PF3D7_1449000.1,"Pf3D7_14_v3:2,004,406..2,005,456(-)","gamete egress and sporozoite traversal protein, putative",4,0.82,0.98,Y
PF3D7_1451600,PF3D7_1451600.1,"Pf3D7_14_v3:2,115,436..2,118,190(-)",LCCL domain-containing protein,4,0.69,0.95,Y
PF3D7_1452000,PF3D7_1452000.1,"Pf3D7_14_v3:2,134,298..2,140,867(+)",rhoptry neck protein 2,4,0.74,0.59,Y
PF3D7_1452300,PF3D7_1452300.1,"Pf3D7_14_v3:2,145,166..2,146,230(-)",DER1-like protein,4,0.78,0.8,Y
PF3D7_1453300,PF3D7_1453300.1,"Pf3D7_14_v3:2,187,385..2,187,615(+)","Yos1-like protein, putative",3,0.69,0.42,Y
PF3D7_1453500,PF3D7_1453500.1,"Pf3D7_14_v3:2,194,694..2,198,480(-)","NAD(P) transhydrogenase, putative",4,0.86,1,Y
PF3D7_1454400,PF3D7_1454400.1,"Pf3D7_14_v3:2,234,143..2,236,476(+)",aminopeptidase P,2,0.62,0.45,Y
PF3D7_1455800,PF3D7_1455800.1,"Pf3D7_14_v3:2,285,113..2,290,227(+)",LCCL domain-containing protein,3,0.59,0.3,Y
PF3D7_1456800,PF3D7_1456800.1,"Pf3D7_14_v3:2,329,933..2,332,086(-)","V-type H(+)-translocating pyrophosphatase, putative",4,0.72,0.92,Y
PF3D7_1459900,PF3D7_1459900.1,"Pf3D7_14_v3:2,450,207..2,450,788(-)","rhoptry protein, putative",2,0.54,0,Y
PF3D7_1460900,PF3D7_1460900.1,"Pf3D7_14_v3:2,480,440..2,481,916(+)","apicoplast ribosomal protein S10, putative",4,0.71,0.67,Y
PF3D7_1460900,PF3D7_1460900.2,"Pf3D7_14_v3:2,480,440..2,481,916(+)","apicoplast ribosomal protein S10, putative",4,0.71,0.67,Y
PF3D7_1461700,PF3D7_1461700.1,"Pf3D7_14_v3:2,501,578..2,502,515(-)","conserved Plasmodium protein, unknown function",3,0.6,0.92,Y
PF3D7_1462300,PF3D7_1462300.1,"Pf3D7_14_v3:2,524,921..2,528,994(-)","GTP-binding protein, putative",4,0.77,0.94,Y
PF3D7_1463900,PF3D7_1463900.1,"Pf3D7_14_v3:2,584,575..2,589,782(-)","EF-hand calcium-binding domain-containing protein, putative",3,0.6,0.62,Y
PF3D7_1464600,PF3D7_1464600.1,"Pf3D7_14_v3:2,619,679..2,624,187(+)","serine/threonine protein phosphatase UIS2, putative",3,0.66,0.62,Y
PF3D7_1465300,PF3D7_1465300.1,"Pf3D7_14_v3:2,643,004..2,646,192(+)","tRNA 3'-trailer sequence RNase, putative",4,0.46,0.06,Y
PF3D7_1465700,PF3D7_1465700.1,"Pf3D7_14_v3:2,658,255..2,660,911(-)","plasmepsin VIII, putative",4,0.63,0.56,Y
PF3D7_1466000,PF3D7_1466000.1,"Pf3D7_14_v3:2,686,224..2,688,303(-)","conserved Plasmodium protein, unknown function",4,0.78,0.82,Y
PF3D7_1466500,PF3D7_1466500.1,"Pf3D7_14_v3:2,725,225..2,726,281(+)","conserved Plasmodium protein, unknown function",4,0.79,0.95,Y
PF3D7_1467000,PF3D7_1467000.1,"Pf3D7_14_v3:2,742,387..2,745,257(+)","conserved Plasmodium membrane protein, unknown function",4,0.76,0.92,Y
PF3D7_1467400,PF3D7_1467400.1,"Pf3D7_14_v3:2,753,136..2,754,020(-)","50S ribosomal protein L22, apicoplast, putative",4,0.71,0.33,Y
PF3D7_1468500,PF3D7_1468500.1,"Pf3D7_14_v3:2,812,941..2,814,385(-)",derlin-1,3,0.56,0.33,Y
PF3D7_1469000,PF3D7_1469000.1,"Pf3D7_14_v3:2,835,603..2,836,151(-)",translation initiation factor IF-1,2,0.57,0,Y
PF3D7_1469200,PF3D7_1469200.1,"Pf3D7_14_v3:2,838,913..2,839,989(-)","shewanella-like protein phosphatase 1, putative",4,0.68,0.51,Y
PF3D7_1469600,PF3D7_1469600.1,"Pf3D7_14_v3:2,852,150..2,862,568(+)","acetyl-CoA carboxylase, putative",4,0.82,1,Y
PF3D7_1470800,PF3D7_1470800.1,"Pf3D7_14_v3:2,892,221..2,895,999(-)","conserved Plasmodium protein, unknown function",4,0.76,0.88,Y
PF3D7_1471000,PF3D7_1471000.1,"Pf3D7_14_v3:2,902,134..2,903,537(+)","RNA 3'-terminal phosphate cyclase-like protein, putative",3,0.44,0.03,Y
PF3D7_1471100,PF3D7_1471100.1,"Pf3D7_14_v3:2,905,163..2,906,565(-)",exported protein 2,4,0.81,0.91,Y
PF3D7_1472300,PF3D7_1472300.1,"Pf3D7_14_v3:2,954,108..2,957,108(+)","conserved Plasmodium membrane protein, unknown function",4,0.82,0.06,Y
PF3D7_1472600,PF3D7_1472600.1,"Pf3D7_14_v3:2,962,986..2,965,086(-)",protein disulfide-isomerase,4,0.87,0.98,Y
PF3D7_1472700,PF3D7_1472700.1,"Pf3D7_14_v3:2,966,749..2,969,334(+)","DNA-directed RNA polymerase, alpha subunit, putative",3,0.53,0.15,Y
PF3D7_1472800,PF3D7_1472800.1,"Pf3D7_14_v3:2,969,912..2,971,792(-)","conserved Plasmodium protein, unknown function",4,0.65,0.01,Y
PF3D7_1473000,PF3D7_1473000.1,"Pf3D7_14_v3:2,975,115..2,975,492(-)","conserved Plasmodium protein, unknown function",3,0.45,0,Y
PF3D7_1475400,PF3D7_1475400.1,"Pf3D7_14_v3:3,087,061..3,105,071(-)",cysteine repeat modular protein 4,4,0.9,0.99,Y
PF3D7_1475500,PF3D7_1475500.1,"Pf3D7_14_v3:3,106,949..3,111,811(+)",LCCL domain-containing protein,4,0.85,0.85,Y
PF3D7_1476100,PF3D7_1476100.1,"Pf3D7_14_v3:3,131,104..3,131,637(+)",early transcribed membrane protein 14.2,3,0.72,0.85,Y
PF3D7_1476500,PF3D7_1476500.1,"Pf3D7_14_v3:3,147,490..3,148,584(+)","probable protein, unknown function",3,0.43,0.15,Y
PF3D7_1476600,PF3D7_1476600.1,"Pf3D7_14_v3:3,151,970..3,154,923(+)","Plasmodium exported protein, unknown function",4,0.68,0.86,Y
PF3D7_1476900,PF3D7_1476900.1,"Pf3D7_14_v3:3,161,742..3,162,743(-)","Plasmodium exported protein, unknown function, pseudogene",2,0.56,0.01,Y
PF3D7_1477100,PF3D7_1477100.1,"Pf3D7_14_v3:3,172,972..3,173,644(-)","Plasmodium exported protein (hyp6), unknown function",3,0.53,0.01,Y
PF3D7_1477200,PF3D7_1477200.1,"Pf3D7_14_v3:3,175,541..3,176,458(+)","Plasmodium exported protein (hyp15), unknown function",2,0.62,0.16,Y
PF3D7_1477400,PF3D7_1477400.1,"Pf3D7_14_v3:3,183,248..3,184,352(+)","Plasmodium exported protein (PHIST), unknown function",3,0.55,0,Y
PF3D7_1477700,PF3D7_1477700.1,"Pf3D7_14_v3:3,202,931..3,204,017(+)","Plasmodium exported protein (PHISTa), unknown function",3,0.42,0.01,Y
PF3D7_1477900,PF3D7_1477900.1,"Pf3D7_14_v3:3,209,129..3,211,574(+)","acyl-CoA synthetase, pseudogene",4,0.76,0.74,Y
PF3D7_1478100,PF3D7_1478100.1,"Pf3D7_14_v3:3,216,399..3,217,296(-)","Plasmodium exported protein (hyp13), unknown function",2,0.55,0.02,Y
PF3D7_1478200,PF3D7_1478200.1,"Pf3D7_14_v3:3,219,919..3,220,702(-)","Plasmodium exported protein, unknown function, pseudogene",4,0.71,0.68,Y
PF3D7_1478400,PF3D7_1478400.1,"Pf3D7_14_v3:3,223,288..3,224,632(-)","Plasmodium exported protein, unknown function, pseudogene",3,0.7,0.82,Y
PF3D7_1478500,PF3D7_1478500.1,"Pf3D7_14_v3:3,228,672..3,229,589(+)","Plasmodium exported protein (PHISTa), unknown function, pseudogene",3,0.62,0.76,Y
PF3D7_1478700,PF3D7_1478700.1,"Pf3D7_14_v3:3,239,145..3,240,473(-)","Plasmodium exported protein, unknown function, pseudogene",4,0.73,0.82,Y
PF3D7_1478800,PF3D7_1478800.1,"Pf3D7_14_v3:3,242,909..3,243,629(-)","Plasmodium exported protein, unknown function",3,0.6,0.5,Y
PF3D7_1479000,PF3D7_1479000.1,"Pf3D7_14_v3:3,254,092..3,256,554(+)",acyl-CoA synthetase,4,0.72,0.3,Y
PF3D7_1479100,PF3D7_1479100.1,"Pf3D7_14_v3:3,257,135..3,257,841(-)","Plasmodium exported protein, unknown function",4,0.71,0.05,Y
PF3D7_1479400,PF3D7_1479400.1,"Pf3D7_14_v3:3,266,136..3,267,377(+)",rifin,3,0.63,0.88,Y
PF3D7_1479500,PF3D7_1479500.1,"Pf3D7_14_v3:3,269,494..3,270,496(+)",stevor,3,0.63,0.43,Y
PF3D7_1479600,PF3D7_1479600.1,"Pf3D7_14_v3:3,272,578..3,273,848(+)",rifin,4,0.71,0.41,Y
PF3D7_1479800,PF3D7_1479800.1,"Pf3D7_14_v3:3,279,500..3,280,662(+)",rifin,4,0.61,0.55,Y
PF3D7_1479900,PF3D7_1479900.1,"Pf3D7_14_v3:3,282,729..3,283,752(+)",stevor,3,0.65,0.37,Y
PF3D7_API02400,PF3D7_API02400.1,"Pf3D7_API_v3:6,799..7,074(+)","probable protein, unknown function",3,0.48,0,Y
PF3D7_API04000,PF3D7_API04000.1,"Pf3D7_API_v3:13,309..13,674(+)",hypothetical chloroplast reading frame 93,2,0.56,0,Y
mal_mito_1,mal_mito_1:mRNA,"Pf_M76611:734..1,521(-)",cytochrome c oxidase subunit 3,4,0.78,0.94,Y
