Gene_ID,Cas9_Status,Cas9_LHR,Cas9_gBlock,Cas9_RHR,Cas9_gRNA,Cas9_gBlock_size,Cpf1_Status,Cpf1_LHR,Cpf1_gBlock,Cpf1_RHR,Cpf1_gRNA,Cpf1_gBlock_size,Enzyme_recommended
PF3D7_0731300.1,Warning,Success,Success,Success,Warning,438,Success,Success,Success,Success,Success,241,Cpf1
PF3D7_0806700.1,Success,Success,Success,Success,Success,262,Success,Success,Success,Success,Success,116,Cpf1
PF3D7_1128400.1,Success,Success,Success,Success,Success,165,Success,Success,Success,Success,Success,50,Cpf1
PF3D7_1227300.1,Warning,Success,Success,Success,Warning,246,Success,Success,Success,Success,Success,167,Cpf1
PF3D7_1416200.1,Success,Success,Success,Success,Success,255,Success,Success,Success,Success,Success,354,Cas9
PF3D7_0425800.1,Warning,Success,Success,Success,Warning,391,Success,Success,Success,Success,Success,314,Cpf1
PF3D7_0811800.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,356,Cpf1
PF3D7_1314800.1,Success,Success,Success,Success,Success,296,Success,Success,Success,Success,Success,260,Cpf1
PF3D7_0300600.1,Warning,Warning,Success,Success,Warning,210,Warning,Warning,Success,Success,Success,210,Cpf1
PF3D7_1012200.1,Success,Success,Success,Success,Success,339,Success,Success,Success,Success,Success,186,Cpf1
PF3D7_0409400.1,Success,Success,Success,Success,Success,360,Success,Success,Success,Success,Success,329,Cpf1
PF3D7_0833000.1,Success,Success,Success,Success,Success,248,Success,Success,Success,Success,Success,351,Cas9
PF3D7_1419400.1,Success,Success,Success,Success,Success,256,Success,Success,Success,Success,Success,81,Cpf1
PF3D7_0906910.1,Success,Success,Success,Success,Success,122,Success,Success,Success,Success,Success,157,Cas9
PF3D7_1116300.1,Warning,Success,Success,Warning,Success,102,Warning,Success,Success,Warning,Success,112,Cas9
PF3D7_0208000.1,Success,Success,Success,Success,Success,182,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1015100.1,Success,Success,Success,Success,Success,377,Success,Success,Success,Success,Success,133,Cpf1
PF3D7_1409300.1,Success,Success,Success,Success,Success,400,Success,Success,Success,Success,Success,286,Cpf1
PF3D7_1320200.1,Warning,Success,Success,Success,Warning,350,Warning,Success,Success,Warning,Success,0,Cpf1
PF3D7_0608400.1,Success,Success,Success,Success,Success,176,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_0936000.1,Warning,Success,Success,Warning,Success,211,Warning,Warning,Success,Success,Warning,270,Cas9
PF3D7_0922900.1,Success,Success,Success,Success,Success,132,Success,Success,Success,Success,Success,158,Cas9
PF3D7_0102900.1,Warning,Success,Success,Warning,Success,124,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0611900.1,Success,Success,Success,Success,Success,0,Success,Success,Success,Success,Success,81,Cas9
PF3D7_0420500.1,Success,Success,Success,Success,Success,98,Success,Success,Success,Success,Success,43,Cpf1
PF3D7_0702700.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
malmito_rna_17_,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0911200.1,Success,Success,Success,Success,Success,424,Success,Success,Success,Success,Success,160,Cpf1
PF3D7_1126000.1,Success,Success,Success,Success,Success,354,Success,Success,Success,Success,Success,254,Cpf1
PF3D7_1032500.1,Success,Success,Success,Success,Success,221,Warning,Success,Success,Success,Warning,221,Cas9
PF3D7_0518500.1,Success,Success,Success,Success,Success,198,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_1206000.1,Success,Success,Success,Success,Success,142,Success,Success,Success,Success,Success,428,Cas9
PF3D7_0731200.1,Success,Success,Success,Success,Success,158,Success,Success,Success,Success,Success,409,Cas9
PF3D7_1137000_p,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1302300.1,Warning,Warning,Success,Success,Success,246,Warning,Warning,Success,Success,Warning,327,Cas9
PF3D7_1464800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,80,Cpf1
PF3D7_1112200.1,Success,Success,Success,Success,Success,112,Success,Success,Success,Success,Success,6,Cpf1
PF3D7_0516100.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,254,Cas9
PF3D7_1444800.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,182,Cas9
PF3D7_0424800.1,Success,Success,Success,Success,Success,325,Success,Success,Success,Success,Success,149,Cpf1
PF3D7_0914000.1,Success,Success,Success,Success,Success,164,Success,Success,Success,Success,Success,255,Cas9
PF3D7_0832000.1,Success,Success,Success,Success,Success,167,Success,Success,Success,Success,Success,337,Cas9
PF3D7_1334800.1,Warning,Success,Success,Warning,Success,418,Warning,Success,Success,Warning,Success,418,Either
PF3D7_1459100.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,232,Cas9
PF3D7_1330400.1,Error,-,-,-,Error,0,Warning,Warning,Success,Warning,Success,170,Cpf1
PF3D7_1330400.2,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,25,Cpf1
PF3D7_0701800.1,Success,Success,Success,Success,Success,308,Success,Success,Success,Success,Success,314,Cas9
PF3D7_0714200.1,Warning,Success,Success,Success,Warning,494,Success,Success,Success,Success,Success,189,Cpf1
PF3D7_1338700.1,Success,Success,Success,Success,Success,245,Success,Success,Success,Success,Success,367,Cas9
PF3D7_0901900.1,Error,-,-,-,Error,0,Warning,Success,Success,Warning,Warning,35,Cpf1
PF3D7_1230600.1,Success,Success,Success,Success,Success,112,Success,Success,Success,Success,Success,295,Cas9
PF3D7_0710000.1,Success,Success,Success,Success,Success,491,Success,Success,Success,Success,Success,281,Cpf1
PF3D7_0204700.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,410,Cas9
PF3D7_0215600.1,Success,Success,Success,Success,Success,112,Warning,Success,Success,Success,Warning,129,Cas9
PF3D7_1246200.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,346,Cas9
PF3D7_0417500.1,Success,Success,Success,Success,Success,155,Success,Success,Success,Success,Success,138,Cpf1
PF3D7_0817000.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,347,Cpf1
PF3D7_0809100.1,Success,Success,Success,Success,Success,357,Success,Success,Success,Success,Success,227,Cpf1
PF3D7_0412000.1,Warning,Success,Success,Success,Warning,179,Warning,Success,Success,Success,Warning,107,Cpf1
PF3D7_API03200.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1131200.1,Warning,Success,Success,Success,Warning,125,Success,Success,Success,Success,Success,212,Cpf1
PF3D7_0811900.1,Success,Success,Success,Success,Success,168,Success,Success,Success,Success,Success,226,Cas9
PF3D7_1135000.3,Success,Success,Success,Success,Success,93,Success,Success,Success,Success,Success,133,Cas9
PF3D7_0610100.1,Warning,Success,Success,Success,Warning,396,Success,Success,Success,Success,Success,365,Cpf1
PF3D7_0310700.1,Success,Success,Success,Success,Success,355,Success,Success,Success,Success,Success,326,Cpf1
PF3D7_1337000.1,Warning,Success,Success,Warning,Warning,271,Success,Success,Success,Success,Success,189,Cpf1
PF3D7_1200700.1,Success,Success,Success,Success,Success,148,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_0937000.1,Success,Success,Success,Success,Success,318,Success,Success,Success,Success,Success,318,Either
PF3D7_1474600.1,Warning,Success,Success,Success,Warning,86,Success,Success,Success,Success,Success,86,Cpf1
PF3D7_1104900.1,Success,Success,Success,Success,Success,0,Success,Success,Success,Success,Success,333,Cas9
PF3D7_0726700.1,Success,Success,Success,Success,Success,384,Success,Success,Success,Success,Success,384,Either
PF3D7_1133000.1,Warning,Warning,Success,Warning,Warning,87,Warning,Warning,Success,Success,Success,87,Cpf1
PF3D7_1409600.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,224,Cas9
PF3D7_0936100.1,Success,Success,Success,Success,Success,15,Success,Success,Success,Success,Success,284,Cas9
PF3D7_1400300.1,Success,Success,Success,Success,Success,372,Success,Success,Success,Success,Success,342,Cpf1
PF3D7_0919800.1,Success,Success,Success,Success,Success,324,Success,Success,Success,Success,Success,236,Cpf1
PF3D7_0527200.1,Success,Success,Success,Success,Success,287,Success,Success,Success,Success,Success,305,Cas9
PF3D7_1108800.1,Warning,Success,Success,Success,Warning,292,Success,Success,Success,Success,Success,133,Cpf1
PF3D7_API06400.,Warning,Success,Success,Warning,Warning,9,Warning,Success,Success,Warning,Warning,9,Either
PF3D7_1310900.1,Success,Success,Success,Success,Success,145,Warning,Success,Success,Warning,Success,11,Cas9
PF3D7_1123400.1,Success,Success,Success,Success,Success,301,Success,Success,Success,Success,Success,259,Cpf1
PF3D7_0109800.1,Success,Success,Success,Success,Success,144,Success,Success,Success,Success,Success,268,Cas9
PF3D7_1457700.1,Warning,Success,Success,Success,Warning,209,Warning,Success,Success,Success,Warning,160,Cpf1
PF3D7_0324100.1,Warning,Success,Success,Success,Warning,481,Success,Success,Success,Success,Success,295,Cpf1
PF3D7_1326100.1,Success,Success,Success,Success,Success,154,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_1211500.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,245,Cpf1
PF3D7_1005400.1,Success,Success,Success,Success,Success,235,Success,Success,Success,Success,Success,186,Cpf1
PF3D7_0409500.1,Success,Success,Success,Success,Success,358,Success,Success,Success,Success,Success,365,Cas9
PF3D7_1141400.1,Success,Success,Success,Success,Success,476,Warning,Success,Success,Success,Warning,284,Cas9
PF3D7_1105700.1,Success,Success,Success,Success,Success,107,Success,Success,Success,Success,Success,298,Cas9
PF3D7_1021800.1,Success,Success,Success,Success,Success,170,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_0725600.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1140700.1,Success,Success,Success,Success,Success,332,Success,Success,Success,Success,Success,131,Cpf1
PF3D7_1131300.1,Success,Success,Success,Success,Success,167,Success,Success,Success,Success,Success,209,Cas9
PF3D7_0313500.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,146,Cpf1
PF3D7_0413600.1,Success,Success,Success,Success,Success,275,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_0613100.1,Success,Success,Success,Success,Success,85,Success,Success,Success,Success,Success,132,Cas9
PF3D7_1223900.1,Success,Success,Success,Success,Success,455,Success,Success,Success,Success,Success,274,Cpf1
PF3D7_1233400.1,Success,Success,Success,Success,Success,155,Success,Success,Success,Success,Success,160,Cas9
PF3D7_1369000.1,Success,Success,Success,Success,Success,333,Success,Success,Success,Success,Success,333,Either
PF3D7_0210500.1,Success,Success,Success,Success,Success,109,Error,-,-,-,Error,0,Cas9
PF3D7_1371600.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,166,Cpf1
PF3D7_1414200.1,Warning,Success,Success,Success,Warning,429,Success,Success,Success,Success,Success,360,Cpf1
PF3D7_0529500.1,Success,Success,Success,Success,Success,117,Success,Success,Success,Success,Success,167,Cas9
PF3D7_1017100.1,Warning,Success,Success,Success,Warning,174,Success,Success,Success,Success,Success,259,Cpf1
PF3D7_0705800.1,Warning,Warning,Success,Success,Success,184,Success,Success,Success,Success,Success,189,Cpf1
PF3D7_0218600.1,Success,Success,Success,Success,Success,239,Success,Success,Success,Success,Success,205,Cpf1
PF3D7_1330800.1,Success,Success,Success,Success,Success,368,Success,Success,Success,Success,Success,421,Cas9
PF3D7_0712100_p,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1108400.1,Success,Success,Success,Success,Success,134,Success,Success,Success,Success,Success,146,Cas9
PF3D7_0308800.1,Warning,Warning,Success,Success,Success,106,Success,Success,Success,Success,Success,135,Cpf1
PF3D7_0515700.1,Success,Success,Success,Success,Success,153,Success,Success,Success,Success,Success,392,Cas9
PF3D7_1312450.1,Success,Success,Success,Success,Success,125,Warning,Success,Success,Success,Warning,118,Cas9
PF3D7_0108800.1,Warning,Warning,Warning,Success,Success,122,Success,Success,Success,Success,Success,146,Cpf1
PF3D7_1108900.1,Success,Success,Success,Success,Success,345,Success,Success,Success,Success,Success,350,Cas9
PF3D7_1128900.1,Success,Success,Success,Success,Success,310,Warning,Warning,Success,Success,Success,359,Cas9
PF3D7_0825700.1,Warning,Success,Success,Success,Warning,329,Warning,Success,Success,Success,Warning,506,Cas9
PF3D7_0901500.1,Success,Success,Success,Success,Success,356,Success,Success,Success,Success,Success,401,Cas9
PF3D7_1358300.1,Warning,Success,Success,Success,Warning,159,Warning,Success,Success,Success,Warning,159,Either
PF3D7_0907700.1,Success,Success,Success,Success,Success,301,Success,Success,Success,Success,Success,14,Cpf1
PF3D7_0532300.1,Success,Success,Success,Success,Success,466,Success,Success,Success,Success,Success,397,Cpf1
PF3D7_1207100.1,Success,Success,Success,Success,Success,342,Warning,Success,Success,Success,Warning,388,Cas9
PF3D7_0623600.1,Warning,Warning,Success,Success,Success,108,Success,Success,Success,Success,Success,164,Cpf1
PF3D7_0811400.1,Success,Success,Success,Success,Success,136,Success,Success,Success,Success,Success,269,Cas9
PF3D7_1008600.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,412,Cpf1
PF3D7_1417900.1,Warning,Success,Success,Warning,Success,118,Warning,Success,Success,Warning,Warning,110,Cas9
PF3D7_1237000.1,Warning,Success,Success,Success,Warning,253,Success,Success,Success,Success,Success,154,Cpf1
PF3D7_1304500.1,Success,Success,Success,Success,Success,337,Success,Success,Success,Success,Success,347,Cas9
PF3D7_0526600.1,Warning,Success,Success,Success,Warning,249,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0909700.1,Success,Success,Success,Success,Success,335,Success,Success,Success,Success,Success,175,Cpf1
PF3D7_1451700.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,75,Cas9
PF3D7_0926000.1,Warning,Success,Success,Warning,Success,134,Warning,Success,Success,Warning,Success,369,Cas9
PF3D7_1104500.1,Warning,Success,Success,Warning,Success,117,Warning,Success,Success,Warning,Success,417,Cas9
PF3D7_0527300.1,Warning,Success,Success,Warning,Success,367,Warning,Success,Success,Warning,Success,401,Cas9
PF3D7_1342300.1,Success,Success,Success,Success,Success,121,Success,Success,Success,Success,Success,121,Either
PF3D7_1371700.1,Success,Success,Success,Success,Success,78,Success,Success,Success,Success,Success,78,Either
PF3D7_1427900.1,Warning,Success,Success,Success,Warning,340,Success,Success,Success,Success,Success,221,Cpf1
PF3D7_0817100.1,Warning,Success,Success,Success,Warning,125,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1320600.1,Success,Success,Success,Success,Success,65,Success,Success,Success,Success,Success,154,Cas9
PF3D7_1423500.1,Success,Success,Success,Success,Success,99,Warning,Success,Success,Success,Warning,219,Cas9
PF3D7_0421300.1,Success,Success,Success,Success,Success,293,Success,Success,Success,Success,Success,223,Cpf1
PF3D7_1035100.1,Warning,Success,Success,Success,Warning,379,Warning,Success,Success,Success,Warning,440,Cas9
PF3D7_0631400.1,Warning,Success,Success,Success,Warning,491,Success,Success,Success,Success,Success,302,Cpf1
PF3D7_0314900.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1326400.1,Warning,Success,Success,Success,Warning,126,Warning,Success,Success,Success,Warning,238,Cas9
PF3D7_1443200.1,Success,Success,Success,Success,Success,124,Success,Success,Success,Success,Success,124,Either
PF3D7_1005500.1,Success,Success,Success,Success,Success,8,Success,Success,Success,Success,Success,8,Either
PF3D7_0506500.1,Success,Success,Success,Success,Success,472,Success,Success,Success,Success,Success,196,Cpf1
PF3D7_1243900.1,Warning,Warning,Success,Success,Success,263,Success,Success,Success,Success,Success,209,Cpf1
PF3D7_1029200.1,Success,Success,Success,Success,Success,118,Success,Success,Success,Success,Success,401,Cas9
PF3D7_0205200.1,Success,Success,Success,Success,Success,233,Success,Success,Success,Success,Success,233,Either
PF3D7_1447000.1,Success,Success,Success,Success,Success,206,Success,Success,Success,Success,Success,124,Cpf1
PF3D7_0103400.1,Success,Success,Success,Success,Success,180,Success,Success,Success,Success,Success,331,Cas9
PF3D7_0916100.1,Warning,Success,Success,Warning,Success,251,Warning,Success,Success,Warning,Success,178,Cpf1
PF3D7_1475100.1,Success,Success,Success,Success,Success,422,Warning,Success,Success,Success,Warning,557,Cas9
PF3D7_1303700.1,Warning,Success,Success,Success,Warning,143,Error,-,-,-,Error,0,Cas9
PF3D7_1217200.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,152,Cpf1
PF3D7_1028300.1,Success,Success,Success,Success,Success,207,Success,Success,Success,Success,Success,498,Cas9
PF3D7_1116400.1,Success,Success,Success,Success,Success,444,Success,Success,Success,Success,Success,406,Cpf1
